Project Name,Package Name,Type Name,Design Smell,Cause of the Smell,
Allay,org.allaymc.server.world,AllayWorld,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TIME_SENDING_INTERVAL; MAX_PACKETS_HANDLE_COUNT_AT_ONCE; packetQueue; networkLock; worldStorage; worldData; dimensionMap; scheduler; gameLoop; eventBus; thread; networkThread; nextTimeSendTick,
Allay,org.allaymc.server.world,AllayWorldPool,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.world,AllayWorldPool,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: WORLDS_FOLDER; SETTINGS_FILE_NAME; ALL_WORLDS_LISTENERS; worlds; worldConfig,
Allay,org.allaymc.server.world.biome,AllayBiomeTypeRegistry,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.world.chunk,AllayChunk,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 49 public methods,
Allay,org.allaymc.server.world.chunk,AllayUnsafeChunk,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods,
Allay,org.allaymc.server.world.chunk,AllayUnsafeChunk.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.world.chunk,AllayUnsafeChunk.Builder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: state; chunkX; chunkZ; dimensionInfo; sections; heightMap; entities; blockEntities; entitiyList; blockEntitiyList,
Allay,org.allaymc.server.world.generator,AllayWorldGenerator.AllayWorldGeneratorBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.world.generator,AllayWorldGenerator.AllayWorldGeneratorBuilder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: name; type; preset; noisers; populators; lighters; entitySpawners; onDimensionSet,
Allay,org.allaymc.server.world.generator,AllayWorldGenerator.PopulationStageChunkAccessor,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: currentChunk
Allay,org.allaymc.server.world.generator,AllayWorldGenerator.PopulationStageChunkAccessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.world.generator,AllayWorldGeneratorFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.world.generator,FlatNoiser,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.world.generator,JeGeneratorLoader,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: WORK_PATH; loaded; OVERWORLD; NETHER; THE_END,
Allay,org.allaymc.server.world.service,AllayBlockUpdateService,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.world.service,AllayBlockUpdateService,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MAX_NU_PER_TICK; dimension; scheduledUpdates; neighborUpdates,
Allay,org.allaymc.server.world.service,AllayChunkService,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
Allay,org.allaymc.server.world.service,AllayChunkService,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods,
Allay,org.allaymc.server.world.service,AllayChunkService.ChunkLoaderManager,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),
